Student,Room,Date,Check-in Time,Check-out Time,Total Hours,Checked In By,Checked Out By
Child 0202,Twos A,08/19/2026,7:30 AM,3:56 PM,8.43,Parent/Guardian,Parent/Guardian
Child 0204,Twos B,08/19/2026,8:23 AM,3:23 PM,7.00,Parent/Guardian,Parent/Guardian
Child 0206,Twos B,08/19/2026,8:12 AM,5:40 PM,9.47,Parent/Guardian,Parent/Guardian
Child 0207,Twos B,08/19/2026,7:53 AM,3:58 PM,8.08,Parent/Guardian,Parent/Guardian
Child 0210,Twos B,08/19/2026,6:39 AM,5:16 PM,10.62,Parent/Guardian,Parent/Guardian
Child 0213,Twos B,08/19/2026,8:29 AM,4:31 PM,8.03,Parent/Guardian,Parent/Guardian
Child 0216,Twos B,08/19/2026,8:15 AM,6:00 PM,9.75,Parent/Guardian,Parent/Guardian
Child 0217,Twos B,08/19/2026,7:09 AM,4:55 PM,9.77,Parent/Guardian,Parent/Guardian
Child 0218,Twos B,08/19/2026,8:17 AM,4:16 PM,7.98,Parent/Guardian,Parent/Guardian
Child 0220,Twos B,08/19/2026,7:33 AM,4:54 PM,9.35,Parent/Guardian,Parent/Guardian
Child 0223,Twos B,08/19/2026,9:15 AM,5:56 PM,8.68,Parent/Guardian,Parent/Guardian
Child 0227,Twos B,08/19/2026,6:30 AM,6:00 PM,11.50,Parent/Guardian,Parent/Guardian
Child 0229,Twos B,08/19/2026,7:41 AM,4:46 PM,9.08,Parent/Guardian,Parent/Guardian
Child 0233,Twos B,08/19/2026,7:54 AM,4:12 PM,8.30,Parent/Guardian,Parent/Guardian
Child 0237,Twos B,08/19/2026,7:36 AM,4:18 PM,8.70,Parent/Guardian,Parent/Guardian
Child 0239,Threes,08/19/2026,9:25 AM,4:50 PM,7.42,Parent/Guardian,Parent/Guardian
Child 0241,Threes,08/19/2026,6:40 AM,5:23 PM,10.72,Parent/Guardian,Parent/Guardian
Child 0244,Threes,08/19/2026,7:46 AM,6:00 PM,10.23,Parent/Guardian,Parent/Guardian
Child 0255,Threes,08/19/2026,8:35 AM,6:00 PM,9.42,Parent/Guardian,Parent/Guardian
Child 0258,Threes,08/19/2026,7:42 AM,3:50 PM,8.13,Parent/Guardian,Parent/Guardian
Child 0259,Threes,08/19/2026,7:56 AM,4:59 PM,9.05,Parent/Guardian,Parent/Guardian
Child 0260,Threes,08/19/2026,7:54 AM,2:46 PM,6.87,Parent/Guardian,Parent/Guardian
Child 0262,Threes,08/19/2026,7:10 AM,4:29 PM,9.32,Parent/Guardian,Parent/Guardian
Child 0264,Threes,08/19/2026,7:22 AM,3:01 PM,7.65,Parent/Guardian,Parent/Guardian
Child 0266,Threes,08/19/2026,8:13 AM,12:22 PM,4.15,Parent/Guardian,Parent/Guardian
Child 0267,Threes,08/19/2026,7:26 AM,3:28 PM,8.03,Parent/Guardian,Parent/Guardian
Child 0268,Threes,08/19/2026,7:56 AM,4:37 PM,8.68,Parent/Guardian,Parent/Guardian
Child 0270,Threes,08/19/2026,7:48 AM,5:31 PM,9.72,Parent/Guardian,Parent/Guardian
Child 0271,Threes,08/19/2026,7:06 AM,5:23 PM,10.28,Parent/Guardian,Parent/Guardian
Child 0273,Threes,08/19/2026,7:30 AM,2:26 PM,6.93,Parent/Guardian,Parent/Guardian
Child 0276,Threes,08/19/2026,7:29 AM,1:06 PM,5.62,Parent/Guardian,Parent/Guardian
Child 0280,Threes,08/19/2026,7:35 AM,4:39 PM,9.07,Parent/Guardian,Parent/Guardian
Child 0281,Threes,08/19/2026,8:59 AM,6:00 PM,9.02,Parent/Guardian,Parent/Guardian
Child 0282,Threes,08/19/2026,8:00 AM,5:08 PM,9.13,Parent/Guardian,Parent/Guardian
Child 0284,Fours A,08/19/2026,8:20 AM,3:18 PM,6.97,Parent/Guardian,Parent/Guardian
Child 0288,Fours A,08/19/2026,8:58 AM,6:00 PM,9.03,Parent/Guardian,Parent/Guardian
Child 0289,Fours A,08/19/2026,7:50 AM,6:00 PM,10.17,Parent/Guardian,Parent/Guardian
Child 0292,Fours A,08/19/2026,8:38 AM,4:11 PM,7.55,Parent/Guardian,Parent/Guardian
Child 0298,Fours A,08/19/2026,8:40 AM,12:23 PM,3.72,Parent/Guardian,Parent/Guardian
Child 0300,Fours A,08/19/2026,9:25 AM,4:21 PM,6.93,Parent/Guardian,Parent/Guardian
Child 0303,Fours A,08/19/2026,7:46 AM,4:23 PM,8.62,Parent/Guardian,Parent/Guardian
Child 0305,Fours A,08/19/2026,7:55 AM,6:00 PM,10.08,Parent/Guardian,Parent/Guardian
Child 0306,Fours A,08/19/2026,8:00 AM,3:38 PM,7.63,Parent/Guardian,Parent/Guardian
Child 0310,Fours A,08/19/2026,8:32 AM,5:44 PM,9.20,Parent/Guardian,Parent/Guardian
Child 0314,Fours A,08/19/2026,8:33 AM,4:51 PM,8.30,Parent/Guardian,Parent/Guardian
Child 0316,Fours A,08/19/2026,8:30 AM,3:39 PM,7.15,Parent/Guardian,Parent/Guardian
Child 0319,Fours A,08/19/2026,9:10 AM,12:20 PM,3.17,Parent/Guardian,Parent/Guardian
Child 0322,Fours A,08/19/2026,7:35 AM,4:59 PM,9.40,Parent/Guardian,Parent/Guardian
Child 0328,Fours A,08/19/2026,7:35 AM,5:14 PM,9.65,Parent/Guardian,Parent/Guardian
Child 0331,Fours A,08/19/2026,8:07 AM,6:00 PM,9.88,Parent/Guardian,Parent/Guardian
Child 0332,Fours A,08/19/2026,8:13 AM,5:06 PM,8.88,Parent/Guardian,Parent/Guardian
Child 0334,Fours A,08/19/2026,7:35 AM,4:52 PM,9.28,Parent/Guardian,Parent/Guardian
Child 0338,Fours A,08/19/2026,7:28 AM,4:41 PM,9.22,Parent/Guardian,Parent/Guardian
Child 0339,Fours A,08/19/2026,7:32 AM,4:34 PM,9.03,Parent/Guardian,Parent/Guardian
Child 0343,Fours A,08/19/2026,8:08 AM,3:19 PM,7.18,Parent/Guardian,Parent/Guardian
Child 0345,Fours B,08/19/2026,9:10 AM,5:26 PM,8.27,Parent/Guardian,Parent/Guardian
Child 0347,Fours B,08/19/2026,9:05 AM,4:13 PM,7.13,Parent/Guardian,Parent/Guardian
Child 0348,Fours B,08/19/2026,8:13 AM,3:57 PM,7.73,Parent/Guardian,Parent/Guardian
Child 0354,Fours B,08/19/2026,8:21 AM,4:08 PM,7.78,Parent/Guardian,Parent/Guardian
Child 0356,Fours B,08/19/2026,8:02 AM,4:56 PM,8.90,Parent/Guardian,Parent/Guardian
Child 0357,Fours B,08/19/2026,8:14 AM,5:04 PM,8.83,Parent/Guardian,Parent/Guardian
Child 0358,Fours B,08/19/2026,8:28 AM,4:22 PM,7.90,Parent/Guardian,Parent/Guardian
Child 0362,Fours B,08/19/2026,7:07 AM,5:02 PM,9.92,Parent/Guardian,Parent/Guardian
Child 0363,Fours B,08/19/2026,7:20 AM,12:28 PM,5.13,Parent/Guardian,Parent/Guardian
Child 0366,Fours B,08/19/2026,7:04 AM,3:57 PM,8.88,Parent/Guardian,Parent/Guardian
Child 0370,Fours B,08/19/2026,8:14 AM,5:03 PM,8.82,Parent/Guardian,Parent/Guardian
Child 0374,Fours B,08/19/2026,7:58 AM,6:00 PM,10.03,Parent/Guardian,Parent/Guardian
Child 0375,Fours B,08/19/2026,8:54 AM,4:43 PM,7.82,Parent/Guardian,Parent/Guardian
Child 0379,Fours B,08/19/2026,8:32 AM,4:39 PM,8.12,Parent/Guardian,Parent/Guardian
Child 0383,Fours B,08/19/2026,8:27 AM,4:22 PM,7.92,Parent/Guardian,Parent/Guardian
Child 0384,Fours B,08/19/2026,8:03 AM,4:58 PM,8.92,Parent/Guardian,Parent/Guardian
Child 0386,Fours B,08/19/2026,7:19 AM,4:05 PM,8.77,Parent/Guardian,Parent/Guardian
Child 0389,Fours B,08/19/2026,8:04 AM,5:31 PM,9.45,Parent/Guardian,Parent/Guardian
Child 0390,Fours B,08/19/2026,8:59 AM,4:29 PM,7.50,Parent/Guardian,Parent/Guardian
Child 0103,Infants A,08/20/2026,8:14 AM,4:19 PM,8.08,Parent/Guardian,Parent/Guardian
Child 0104,Infants A,08/20/2026,7:28 AM,4:57 PM,9.48,Parent/Guardian,Parent/Guardian
Child 0105,Infants A,08/20/2026,8:19 AM,5:25 PM,9.10,Parent/Guardian,Parent/Guardian
Child 0109,Infants A,08/20/2026,9:04 AM,5:20 PM,8.27,Parent/Guardian,Parent/Guardian
Child 0110,Infants A,08/20/2026,7:42 AM,4:27 PM,8.75,Parent/Guardian,Parent/Guardian
Child 0111,Infants A,08/20/2026,7:41 AM,4:22 PM,8.68,Parent/Guardian,Parent/Guardian
Child 0112,Infants A,08/20/2026,6:48 AM,4:30 PM,9.70,Parent/Guardian,Parent/Guardian
Child 0113,Infants A,08/20/2026,7:08 AM,4:19 PM,9.18,Parent/Guardian,Parent/Guardian
Child 0114,Infants A,08/20/2026,7:32 AM,4:22 PM,8.83,Parent/Guardian,Parent/Guardian
Child 0118,Infants B,08/20/2026,8:17 AM,4:12 PM,7.92,Parent/Guardian,Parent/Guardian
Child 0121,Infants B,08/20/2026,7:26 AM,5:53 PM,10.45,Parent/Guardian,Parent/Guardian
Child 0123,Infants B,08/20/2026,8:39 AM,5:02 PM,8.38,Parent/Guardian,Parent/Guardian
Child 0126,Infants B,08/20/2026,7:53 AM,4:05 PM,8.20,Parent/Guardian,Parent/Guardian
Child 0127,Infants B,08/20/2026,7:31 AM,5:06 PM,9.58,Parent/Guardian,Parent/Guardian
Child 0131,Infants B,08/20/2026,6:30 AM,5:16 PM,10.77,Parent/Guardian,Parent/Guardian
Child 0138,Infants B,08/20/2026,8:20 AM,4:59 PM,8.65,Parent/Guardian,Parent/Guardian
Child 0139,Ones,08/20/2026,8:51 AM,4:56 PM,8.08,Parent/Guardian,Parent/Guardian
Child 0143,Ones,08/20/2026,7:45 AM,5:52 PM,10.12,Parent/Guardian,Parent/Guardian
Child 0148,Ones,08/20/2026,8:55 AM,5:09 PM,8.23,Parent/Guardian,Parent/Guardian
Child 0152,Ones,08/20/2026,7:04 AM,5:09 PM,10.08,Parent/Guardian,Parent/Guardian
Child 0159,Ones,08/20/2026,7:50 AM,4:07 PM,8.28,Parent/Guardian,Parent/Guardian
Child 0160,Ones,08/20/2026,7:52 AM,5:22 PM,9.50,Parent/Guardian,Parent/Guardian
Child 0164,Ones,08/20/2026,8:09 AM,4:49 PM,8.67,Parent/Guardian,Parent/Guardian
Child 0166,Ones,08/20/2026,7:23 AM,5:31 PM,10.13,Parent/Guardian,Parent/Guardian
Child 0168,Twos A,08/20/2026,7:47 AM,3:40 PM,7.88,Parent/Guardian,Parent/Guardian
Child 0169,Twos A,08/20/2026,6:41 AM,5:11 PM,10.50,Parent/Guardian,Parent/Guardian
Child 0173,Twos A,08/20/2026,7:35 AM,4:59 PM,9.40,Parent/Guardian,Parent/Guardian
Child 0179,Twos A,08/20/2026,8:32 AM,5:38 PM,9.10,Parent/Guardian,Parent/Guardian
Child 0181,Twos A,08/20/2026,6:31 AM,4:41 PM,10.17,Parent/Guardian,Parent/Guardian
Child 0182,Twos A,08/20/2026,8:34 AM,4:16 PM,7.70,Parent/Guardian,Parent/Guardian
Child 0185,Twos A,08/20/2026,9:10 AM,4:20 PM,7.17,Parent/Guardian,Parent/Guardian
Child 0186,Twos A,08/20/2026,9:11 AM,3:02 PM,5.85,Parent/Guardian,Parent/Guardian
Child 0190,Twos A,08/20/2026,7:58 AM,5:12 PM,9.23,Parent/Guardian,Parent/Guardian
Child 0195,Twos A,08/20/2026,8:26 AM,4:25 PM,7.98,Parent/Guardian,Parent/Guardian
Child 0196,Twos A,08/20/2026,7:47 AM,4:08 PM,8.35,Parent/Guardian,Parent/Guardian
Child 0197,Twos A,08/20/2026,7:34 AM,4:34 PM,9.00,Parent/Guardian,Parent/Guardian
Child 0199,Twos A,08/20/2026,7:52 AM,5:13 PM,9.35,Parent/Guardian,Parent/Guardian
Child 0202,Twos A,08/20/2026,7:08 AM,4:17 PM,9.15,Parent/Guardian,Parent/Guardian
Child 0204,Twos B,08/20/2026,8:24 AM,3:30 PM,7.10,Parent/Guardian,Parent/Guardian
Child 0206,Twos B,08/20/2026,8:00 AM,5:35 PM,9.58,Parent/Guardian,Parent/Guardian
Child 0207,Twos B,08/20/2026,8:22 AM,4:06 PM,7.73,Parent/Guardian,Parent/Guardian
Child 0210,Twos B,08/20/2026,6:30 AM,5:52 PM,11.37,Parent/Guardian,Parent/Guardian
Child 0213,Twos B,08/20/2026,8:08 AM,4:59 PM,8.85,Parent/Guardian,Parent/Guardian
Child 0216,Twos B,08/20/2026,8:34 AM,6:00 PM,9.43,Parent/Guardian,Parent/Guardian
Child 0217,Twos B,08/20/2026,6:52 AM,4:51 PM,9.98,Parent/Guardian,Parent/Guardian
Child 0218,Twos B,08/20/2026,8:15 AM,4:21 PM,8.10,Parent/Guardian,Parent/Guardian
Child 0220,Twos B,08/20/2026,7:11 AM,4:55 PM,9.73,Parent/Guardian,Parent/Guardian
Child 0223,Twos B,08/20/2026,9:17 AM,5:47 PM,8.50,Parent/Guardian,Parent/Guardian
Child 0227,Twos B,08/20/2026,6:50 AM,5:55 PM,11.08,Parent/Guardian,Parent/Guardian
Child 0229,Twos B,08/20/2026,8:16 AM,4:55 PM,8.65,Parent/Guardian,Parent/Guardian
Child 0233,Twos B,08/20/2026,7:53 AM,4:18 PM,8.42,Parent/Guardian,Parent/Guardian
Child 0237,Twos B,08/20/2026,7:48 AM,4:09 PM,8.35,Parent/Guardian,Parent/Guardian
Child 0239,Threes,08/20/2026,8:55 AM,5:07 PM,8.20,Parent/Guardian,Parent/Guardian
Child 0241,Threes,08/20/2026,7:01 AM,5:48 PM,10.78,Parent/Guardian,Parent/Guardian
Child 0244,Threes,08/20/2026,8:22 AM,5:41 PM,9.32,Parent/Guardian,Parent/Guardian
Child 0248,Threes,08/20/2026,8:18 AM,4:39 PM,8.35,Parent/Guardian,Parent/Guardian
Child 0252,Threes,08/20/2026,8:15 AM,12:15 PM,4.00,Parent/Guardian,Parent/Guardian
Child 0253,Threes,08/20/2026,8:59 AM,3:37 PM,6.63,Parent/Guardian,Parent/Guardian
Child 0258,Threes,08/20/2026,7:48 AM,4:06 PM,8.30,Parent/Guardian,Parent/Guardian
Child 0259,Threes,08/20/2026,8:23 AM,5:44 PM,9.35,Parent/Guardian,Parent/Guardian
Child 0260,Threes,08/20/2026,8:15 AM,3:37 PM,7.37,Parent/Guardian,Parent/Guardian
Child 0262,Threes,08/20/2026,7:46 AM,4:27 PM,8.68,Parent/Guardian,Parent/Guardian
Child 0264,Threes,08/20/2026,8:01 AM,3:09 PM,7.13,Parent/Guardian,Parent/Guardian
Child 0266,Threes,08/20/2026,8:08 AM,12:31 PM,4.38,Parent/Guardian,Parent/Guardian
Child 0268,Threes,08/20/2026,7:58 AM,4:32 PM,8.57,Parent/Guardian,Parent/Guardian
Child 0270,Threes,08/20/2026,7:54 AM,5:15 PM,9.35,Parent/Guardian,Parent/Guardian
Child 0271,Threes,08/20/2026,7:30 AM,5:21 PM,9.85,Parent/Guardian,Parent/Guardian
Child 0273,Threes,08/20/2026,7:14 AM,2:22 PM,7.13,Parent/Guardian,Parent/Guardian
Child 0276,Threes,08/20/2026,7:21 AM,1:04 PM,5.72,Parent/Guardian,Parent/Guardian
Child 0280,Threes,08/20/2026,7:40 AM,4:17 PM,8.62,Parent/Guardian,Parent/Guardian
Child 0281,Threes,08/20/2026,9:17 AM,5:24 PM,8.12,Parent/Guardian,Parent/Guardian
Child 0284,Fours A,08/20/2026,8:51 AM,3:16 PM,6.42,Parent/Guardian,Parent/Guardian
Child 0288,Fours A,08/20/2026,8:55 AM,5:54 PM,8.98,Parent/Guardian,Parent/Guardian
Child 0289,Fours A,08/20/2026,7:33 AM,6:00 PM,10.45,Parent/Guardian,Parent/Guardian
Child 0292,Fours A,08/20/2026,9:18 AM,4:16 PM,6.97,Parent/Guardian,Parent/Guardian
Child 0294,Fours A,08/20/2026,9:17 AM,5:27 PM,8.17,Parent/Guardian,Parent/Guardian
Child 0300,Fours A,08/20/2026,9:30 AM,4:12 PM,6.70,Parent/Guardian,Parent/Guardian
Child 0303,Fours A,08/20/2026,7:16 AM,4:31 PM,9.25,Parent/Guardian,Parent/Guardian
Child 0305,Fours A,08/20/2026,7:26 AM,6:00 PM,10.57,Parent/Guardian,Parent/Guardian
Child 0306,Fours A,08/20/2026,8:02 AM,4:05 PM,8.05,Parent/Guardian,Parent/Guardian
Child 0310,Fours A,08/20/2026,9:13 AM,5:44 PM,8.52,Parent/Guardian,Parent/Guardian
Child 0314,Fours A,08/20/2026,8:36 AM,4:31 PM,7.92,Parent/Guardian,Parent/Guardian
Child 0316,Fours A,08/20/2026,8:17 AM,3:53 PM,7.60,Parent/Guardian,Parent/Guardian
Child 0319,Fours A,08/20/2026,8:58 AM,12:34 PM,3.60,Parent/Guardian,Parent/Guardian
Child 0322,Fours A,08/20/2026,8:01 AM,4:47 PM,8.77,Parent/Guardian,Parent/Guardian
Child 0325,Fours A,08/20/2026,7:24 AM,12:43 PM,5.32,Parent/Guardian,Parent/Guardian
Child 0331,Fours A,08/20/2026,8:02 AM,6:00 PM,9.97,Parent/Guardian,Parent/Guardian
Child 0332,Fours A,08/20/2026,7:41 AM,5:16 PM,9.58,Parent/Guardian,Parent/Guardian
Child 0334,Fours A,08/20/2026,8:12 AM,4:13 PM,8.02,Parent/Guardian,Parent/Guardian
Child 0338,Fours A,08/20/2026,7:17 AM,4:14 PM,8.95,Parent/Guardian,Parent/Guardian
Child 0339,Fours A,08/20/2026,7:04 AM,4:20 PM,9.27,Parent/Guardian,Parent/Guardian
Child 0343,Fours A,08/20/2026,8:14 AM,3:34 PM,7.33,Parent/Guardian,Parent/Guardian
Child 0345,Fours B,08/20/2026,9:25 AM,5:17 PM,7.87,Parent/Guardian,Parent/Guardian
Child 0347,Fours B,08/20/2026,9:06 AM,4:35 PM,7.48,Parent/Guardian,Parent/Guardian
Child 0348,Fours B,08/20/2026,8:25 AM,4:06 PM,7.68,Parent/Guardian,Parent/Guardian
Child 0350,Fours B,08/20/2026,8:22 AM,4:29 PM,8.12,Parent/Guardian,Parent/Guardian
Child 0354,Fours B,08/20/2026,8:26 AM,3:51 PM,7.42,Parent/Guardian,Parent/Guardian
Child 0356,Fours B,08/20/2026,7:48 AM,4:31 PM,8.72,Parent/Guardian,Parent/Guardian
Child 0357,Fours B,08/20/2026,7:51 AM,4:37 PM,8.77,Parent/Guardian,Parent/Guardian
Child 0358,Fours B,08/20/2026,7:53 AM,4:19 PM,8.43,Parent/Guardian,Parent/Guardian
Child 0362,Fours B,08/20/2026,7:09 AM,4:50 PM,9.68,Parent/Guardian,Parent/Guardian
Child 0363,Fours B,08/20/2026,6:58 AM,11:57 AM,4.98,Parent/Guardian,Parent/Guardian
Child 0366,Fours B,08/20/2026,7:07 AM,4:07 PM,9.00,Parent/Guardian,Parent/Guardian
Child 0370,Fours B,08/20/2026,8:24 AM,4:53 PM,8.48,Parent/Guardian,Parent/Guardian
Child 0374,Fours B,08/20/2026,7:51 AM,5:42 PM,9.85,Parent/Guardian,Parent/Guardian
Child 0375,Fours B,08/20/2026,8:29 AM,4:34 PM,8.08,Parent/Guardian,Parent/Guardian
Child 0379,Fours B,08/20/2026,9:12 AM,4:39 PM,7.45,Parent/Guardian,Parent/Guardian
Child 0383,Fours B,08/20/2026,8:33 AM,4:57 PM,8.40,Parent/Guardian,Parent/Guardian
Child 0384,Fours B,08/20/2026,7:58 AM,4:24 PM,8.43,Parent/Guardian,Parent/Guardian
Child 0389,Fours B,08/20/2026,8:17 AM,5:52 PM,9.58,Parent/Guardian,Parent/Guardian
Child 0390,Fours B,08/20/2026,8:55 AM,4:12 PM,7.28,Parent/Guardian,Parent/Guardian
Child 0103,Infants A,08/21/2026,8:40 AM,4:02 PM,7.37,Parent/Guardian,Parent/Guardian
Child 0104,Infants A,08/21/2026,8:04 AM,4:47 PM,8.72,Parent/Guardian,Parent/Guardian
Child 0105,Infants A,08/21/2026,8:29 AM,5:06 PM,8.62,Parent/Guardian,Parent/Guardian
Child 0110,Infants A,08/21/2026,7:42 AM,3:52 PM,8.17,Parent/Guardian,Parent/Guardian
Child 0111,Infants A,08/21/2026,7:48 AM,3:58 PM,8.17,Parent/Guardian,Parent/Guardian
Child 0112,Infants A,08/21/2026,7:14 AM,4:16 PM,9.03,Parent/Guardian,Parent/Guardian
Child 0113,Infants A,08/21/2026,7:16 AM,3:58 PM,8.70,Parent/Guardian,Parent/Guardian
Child 0114,Infants A,08/21/2026,6:53 AM,4:04 PM,9.18,Parent/Guardian,Parent/Guardian
Child 0118,Infants B,08/21/2026,8:12 AM,3:40 PM,7.47,Parent/Guardian,Parent/Guardian
Child 0123,Infants B,08/21/2026,8:30 AM,4:54 PM,8.40,Parent/Guardian,Parent/Guardian
Child 0126,Infants B,08/21/2026,7:44 AM,3:51 PM,8.12,Parent/Guardian,Parent/Guardian
Child 0131,Infants B,08/21/2026,6:30 AM,5:02 PM,10.53,Parent/Guardian,Parent/Guardian
Child 0134,Infants B,08/21/2026,7:37 AM,4:57 PM,9.33,Parent/Guardian,Parent/Guardian
Child 0139,Ones,08/21/2026,8:49 AM,5:02 PM,8.22,Parent/Guardian,Parent/Guardian
Child 0144,Ones,08/21/2026,8:43 AM,3:53 PM,7.17,Parent/Guardian,Parent/Guardian
Child 0150,Ones,08/21/2026,6:36 AM,5:36 PM,11.00,Parent/Guardian,Parent/Guardian
Child 0152,Ones,08/21/2026,7:23 AM,5:00 PM,9.62,Parent/Guardian,Parent/Guardian
Child 0156,Ones,08/21/2026,8:33 AM,3:41 PM,7.13,Parent/Guardian,Parent/Guardian
Child 0159,Ones,08/21/2026,7:49 AM,3:50 PM,8.02,Parent/Guardian,Parent/Guardian
Child 0160,Ones,08/21/2026,8:18 AM,5:15 PM,8.95,Parent/Guardian,Parent/Guardian
Child 0164,Ones,08/21/2026,8:01 AM,4:07 PM,8.10,Parent/Guardian,Parent/Guardian
Child 0168,Twos A,08/21/2026,8:14 AM,3:46 PM,7.53,Parent/Guardian,Parent/Guardian
Child 0173,Twos A,08/21/2026,7:38 AM,4:36 PM,8.97,Parent/Guardian,Parent/Guardian
Child 0179,Twos A,08/21/2026,8:26 AM,4:44 PM,8.30,Parent/Guardian,Parent/Guardian
Child 0181,Twos A,08/21/2026,6:34 AM,4:04 PM,9.50,Parent/Guardian,Parent/Guardian
Child 0182,Twos A,08/21/2026,8:39 AM,3:45 PM,7.10,Parent/Guardian,Parent/Guardian
Child 0185,Twos A,08/21/2026,8:48 AM,4:15 PM,7.45,Parent/Guardian,Parent/Guardian
Child 0186,Twos A,08/21/2026,9:39 AM,2:20 PM,4.68,Parent/Guardian,Parent/Guardian
Child 0193,Twos A,08/21/2026,6:35 AM,4:15 PM,9.67,Parent/Guardian,Parent/Guardian
Child 0195,Twos A,08/21/2026,8:21 AM,4:06 PM,7.75,Parent/Guardian,Parent/Guardian
Child 0197,Twos A,08/21/2026,7:46 AM,4:16 PM,8.50,Parent/Guardian,Parent/Guardian
Child 0199,Twos A,08/21/2026,7:39 AM,5:06 PM,9.45,Parent/Guardian,Parent/Guardian
Child 0202,Twos A,08/21/2026,7:26 AM,3:52 PM,8.43,Parent/Guardian,Parent/Guardian
Child 0204,Twos B,08/21/2026,8:08 AM,3:30 PM,7.37,Parent/Guardian,Parent/Guardian
Child 0206,Twos B,08/21/2026,7:52 AM,5:18 PM,9.43,Parent/Guardian,Parent/Guardian
Child 0207,Twos B,08/21/2026,8:07 AM,3:44 PM,7.62,Parent/Guardian,Parent/Guardian
Child 0210,Twos B,08/21/2026,6:42 AM,4:56 PM,10.23,Parent/Guardian,Parent/Guardian
Child 0216,Twos B,08/21/2026,8:25 AM,5:21 PM,8.93,Parent/Guardian,Parent/Guardian
Child 0217,Twos B,08/21/2026,6:59 AM,5:03 PM,10.07,Parent/Guardian,Parent/Guardian
Child 0218,Twos B,08/21/2026,8:12 AM,4:06 PM,7.90,Parent/Guardian,Parent/Guardian
Child 0220,Twos B,08/21/2026,7:26 AM,4:20 PM,8.90,Parent/Guardian,Parent/Guardian
Child 0223,Twos B,08/21/2026,9:00 AM,5:18 PM,8.30,Parent/Guardian,Parent/Guardian
Child 0227,Twos B,08/21/2026,6:42 AM,5:10 PM,10.47,Parent/Guardian,Parent/Guardian
Child 0233,Twos B,08/21/2026,8:19 AM,3:54 PM,7.58,Parent/Guardian,Parent/Guardian
Child 0237,Twos B,08/21/2026,7:44 AM,3:57 PM,8.22,Parent/Guardian,Parent/Guardian
Child 0239,Threes,08/21/2026,9:07 AM,5:04 PM,7.95,Parent/Guardian,Parent/Guardian
Child 0241,Threes,08/21/2026,7:02 AM,4:35 PM,9.55,Parent/Guardian,Parent/Guardian
Child 0248,Threes,08/21/2026,7:55 AM,3:55 PM,8.00,Parent/Guardian,Parent/Guardian
Child 0252,Threes,08/21/2026,8:33 AM,11:51 AM,3.30,Parent/Guardian,Parent/Guardian
Child 0253,Threes,08/21/2026,8:42 AM,3:26 PM,6.73,Parent/Guardian,Parent/Guardian
Child 0255,Threes,08/21/2026,8:28 AM,5:09 PM,8.68,Parent/Guardian,Parent/Guardian
Child 0259,Threes,08/21/2026,7:56 AM,4:56 PM,9.00,Parent/Guardian,Parent/Guardian
Child 0262,Threes,08/21/2026,7:41 AM,3:52 PM,8.18,Parent/Guardian,Parent/Guardian
Child 0264,Threes,08/21/2026,7:18 AM,2:54 PM,7.60,Parent/Guardian,Parent/Guardian
Child 0266,Threes,08/21/2026,8:31 AM,12:09 PM,3.63,Parent/Guardian,Parent/Guardian
Child 0268,Threes,08/21/2026,8:13 AM,4:26 PM,8.22,Parent/Guardian,Parent/Guardian
Child 0270,Threes,08/21/2026,7:48 AM,4:55 PM,9.12,Parent/Guardian,Parent/Guardian
Child 0271,Threes,08/21/2026,7:27 AM,4:43 PM,9.27,Parent/Guardian,Parent/Guardian
Child 0276,Threes,08/21/2026,7:33 AM,12:50 PM,5.28,Parent/Guardian,Parent/Guardian
Child 0284,Fours A,08/21/2026,8:32 AM,3:37 PM,7.08,Parent/Guardian,Parent/Guardian
Child 0288,Fours A,08/21/2026,8:42 AM,5:32 PM,8.83,Parent/Guardian,Parent/Guardian
Child 0289,Fours A,08/21/2026,7:26 AM,5:45 PM,10.32,Parent/Guardian,Parent/Guardian
Child 0292,Fours A,08/21/2026,8:40 AM,4:08 PM,7.47,Parent/Guardian,Parent/Guardian
Child 0294,Fours A,08/21/2026,9:06 AM,4:46 PM,7.67,Parent/Guardian,Parent/Guardian
Child 0298,Fours A,08/21/2026,8:36 AM,12:14 PM,3.63,Parent/Guardian,Parent/Guardian
Child 0300,Fours A,08/21/2026,9:12 AM,3:39 PM,6.45,Parent/Guardian,Parent/Guardian
Child 0305,Fours A,08/21/2026,7:55 AM,5:49 PM,9.90,Parent/Guardian,Parent/Guardian
Child 0306,Fours A,08/21/2026,7:57 AM,2:56 PM,6.98,Parent/Guardian,Parent/Guardian
Child 0310,Fours A,08/21/2026,8:50 AM,4:53 PM,8.05,Parent/Guardian,Parent/Guardian
Child 0314,Fours A,08/21/2026,8:26 AM,4:28 PM,8.03,Parent/Guardian,Parent/Guardian
Child 0316,Fours A,08/21/2026,8:28 AM,3:32 PM,7.07,Parent/Guardian,Parent/Guardian
Child 0319,Fours A,08/21/2026,9:12 AM,12:24 PM,3.20,Parent/Guardian,Parent/Guardian
Child 0325,Fours A,08/21/2026,7:26 AM,11:57 AM,4.52,Parent/Guardian,Parent/Guardian
Child 0328,Fours A,08/21/2026,7:33 AM,4:27 PM,8.90,Parent/Guardian,Parent/Guardian
